"","ciprofloxacin","amoxicillin-clavulanate","metronidazole","ceftriaxone","vancomycin","cefepime","azithromycin","trimethoprim-sulfamethoxazole","penicillin","levofloxcacin","dapsone","amoxicillin","cefdinir","piperacillin-tazobactam","ceftazidime","cefuroxime","cephalexin","pentamidine","doxycycline","meropenem","daptomycin","cefazolin","aztreonam"
"tetM",0.126869581146719,0.518943638430767,0.313160738616731,0.871762717672177,0.149256465969992,0.726778278250709,0.00261938328935245,0.600708979894765,0.710700072111611,0.85736698642725,0.746348903105308,0.785799650364633,NA,0.431260941947939,0.310894098814172,0.766580559154267,3.47971499193063e-06,0.975594152998743,0.0139062359942742,0.204303740894413,0.926475812906931,0.252759705676871,NA
"mtrC",0.463773138373063,0.518943638430767,0.868940810041719,0.771702785277285,0.801597492238272,0.902354406251731,1.45571597227035e-09,0.967041562740429,3.44519446770649e-09,0.352779533655918,0.763849845389732,1.3037901535908e-09,NA,0.00520199848549987,0.239750439472436,0.997819209676164,0.803826001152694,0.958731951801613,0.644833534699263,0.925605952449684,0.119196796662724,1.70988872602072e-09,NA
"arnA",0.463773138373063,0.751066865992415,7.18627649377788e-08,0.925999335519929,0.919010668756127,0.935577941136919,4.94654368453308e-09,0.812940802924813,0.874745093512341,0.991491003789376,0.738795971922214,0.899009134351252,NA,0.320683578071972,3.86907872354568e-09,0.636422337925281,0.989046034826904,0.958731951801613,0.856541565155897,0.929684404897208,0.819331547747972,5.62677615560992e-09,NA
"MexI",0.463492535893038,0.672908347038595,0.83588278594898,0.986943930563824,0.680047210235077,0.370555929337072,1.16673454794548e-22,0.914151092464988,0.846428658520122,0.313817501231902,0.878887076225826,1.42925976813236e-22,NA,0.184453596515248,0.0969043964229545,0.751591273890874,0.944328793312856,0.946070124072511,0.660034422314798,0.962528100015764,0.102651831346708,0.929383119702726,NA
"Paer_emrE",0.04109135071693,0.840828554262586,0.979014302495553,0.925999335519929,0.313835193629207,0.299106230192611,0.225165541714374,0.775596686453472,0.863445627274634,0.352779533655918,0.746348903105308,0.959781222998788,NA,0.691871843044572,0.135842359833433,0.030160873598448,0.94939645362413,0.88737244349894,0.622144700922007,0.1696999516206,0.0853287290958807,0.616002214316025,NA
"ParS",0.360060611828027,0.518943638430767,0.640037953595769,0.966609423382891,0.811831704903848,0.517418714084712,1.62083608152496e-09,0.645691844432091,3.76452251192898e-09,0.408145172139342,0.746348903105308,1.45378030242659e-09,NA,0.89057834638349,0.177069095869804,0.883997828565317,3.6138183344174e-09,0.946070124072511,6.95143779210265e-09,0.990500052014517,0.855860807588116,1.89929362091215e-09,NA
"ArmR",0.0491599338493179,0.660525323208445,0.673080935922308,0.871762717672177,0.363954766575124,0.303294982708611,0.187978976554408,0.914151092464988,0.710700072111611,0.370388945207307,0.977857833640118,0.983531987083437,NA,0.783479963356081,0.00585380857327434,0.122057143571208,0.834644948323059,0.88737244349894,0.456542090969041,0.748208665386012,0.250796850019293,0.819851549750149,NA
"patB",0.147316810371627,0.588368538815387,0.868940810041719,0.964254734057978,0.085016253872695,0.0619717908291141,0.287307984522151,0.519857547697808,0.730428544709442,0.408145172139342,0.60696938377536,0.918636019716809,NA,0.838637507404825,0.0238648875760669,0.0791588238593345,0.818640683054306,0.88737244349894,0.764848539066512,0.9549047355188,0.636491061932892,0.812528836948817,NA
"vanV_in_vanB_cl",0.154037435341768,0.550454797891559,0.83588278594898,0.925999335519929,0.262992019227573,0.268509849077138,0.361037540446461,0.54297499020365,0.710700072111611,0.313817501231902,0.892127136820587,0.252848968246897,NA,0.483422472209599,6.75190168890544e-10,0.327146594374056,0.986005614068853,0.931220748627885,0.126071412395917,0.71539216434405,0.0534786428683375,0.961555431371654,NA
"APH(6)-Id",0.0557568775444769,0.566544747163158,0.00727718518571085,0.87523392090085,0.962893247863312,0.552108740239543,0.824914268000162,0.510321562402491,0.7326084335721,0.822524552495769,0.683185142227475,4.1490009073799e-16,NA,0.418038345453199,0.83028797446893,1.17147290145887e-15,0.0338618557268547,0.958731951801613,0.0126315119441091,0.217491621157298,0.650260066375955,0.819851549750149,NA
