"","ciprofloxacin","amoxicillin-clavulanate","metronidazole","ceftriaxone","vancomycin","cefepime","azithromycin","trimethoprim-sulfamethoxazole","penicillin","levofloxcacin","dapsone","amoxicillin","cefdinir","piperacillin-tazobactam","ceftazidime","cefuroxime","cephalexin","doxycycline","meropenem","daptomycin","cefazolin","aztreonam"
"Enterococcus raffinosus",0.0149379291933406,0.928291133749071,0.354508780425603,0.227970505659322,0.0113206198620461,0.0779956534402005,0.00249967767543196,0.502520578343423,0.277409843910384,0.398922088988657,0.0417037454325263,0.979725595748442,NA,0.306124907129584,0.0110986568697515,0.0403522424944692,0.210996770622285,0.0177697711918251,0.215574218495116,0.856464268767546,0.717099916699156,NA
"Bifidobacterium catenulatum",0.0250179543896112,0.211757565693057,0.0406736975738772,0.108760993668934,9.58868410801858e-09,6.51731199870606e-08,0.640037797966719,0.150197055841806,0.493751775291859,0.400498129523304,0.38977926447046,0.236525628010772,NA,0.00785962471871697,0.267493381422922,0.121458356416548,0.886194755536416,0.286696238981092,0.85541602778464,0.220689021604232,0.891963703044932,NA
"Christensenella minuta",0.0345183040854461,0.75899732630798,0.221715967641685,0.28770730140337,3.74363683607327e-06,0.00043618501002261,0.510410289326688,0.292388228987124,0.253697230742526,0.168329608970397,0.254776581327111,3.23781237790132e-16,NA,0.00842363967482834,0.102429216168502,0.185062790175558,0.498367038452668,0.133347580874313,0.126105498768494,0.0666486995496794,0.768884543339757,NA
"Butyrivibrio hungatei",0.00232124705009146,0.405753264230884,0.403296264990897,0.275183076756681,4.72547344436726e-12,5.35294760193692e-09,0.662707561228698,0.0200758324745793,0.189089578019412,0.229328626267333,0.750495630726404,0.066929591655898,NA,0.000547923204378908,0.184351434602683,0.222757690091145,0.918234917653951,0.526620612154345,0.868216481492837,0.0253273896137557,0.570800299111682,NA
"Oscillospiraceae bacterium",7.96624945872865e-05,0.903376412916217,0.143295256460459,0.208188910501681,2.84554678741103e-12,6.04822076431388e-09,0.538121303334313,0.0040636357151819,0.0232954334761033,0.100510613782151,0.475101077235281,1.56370000164643e-05,NA,3.57107805203287e-05,0.0393640263356928,0.221742382177779,0.090328981752797,0.446075663806668,0.857808052970135,0.0182133957883073,0.324176844085394,NA
"Streptococcus infantis",0.210246283614876,0.611496988579864,0.391375725607778,0.545580947239055,0.0321794129221096,0.0343961003078509,0.231250308146614,0.143041054118737,0.113768749649906,0.98043123648945,0.520461814278845,0.590620568486317,NA,0.42573556390763,0.0190565700483574,0.213055680025514,0.57738299434856,0.565654551428675,0.740724116446741,0.852129747199334,0.360796280282109,NA
"Lactiplantibacillus plantarum",0.0835657263729348,0.0399744338599858,0.434431956822547,0.116683769516679,0.797954002318502,0.507969270370804,0.699213307309626,0.29675151116263,0.00648537052440004,0.529463946814829,0.686560440043464,0.321906503669677,NA,0.625714716944244,0.669188929598909,0.285744301459022,0.673988829062683,0.616358060637655,0.694645190179217,0.187733111964399,0.872298363478969,NA
"uncultured human fecal virus",2.06501698086523e-05,0.343675979185751,0.0189983542493502,0.0498250699952564,3.09059821321788e-14,6.48611772531453e-09,0.73427966273668,0.110691436584045,0.0381795617415419,0.192959321694076,0.601639876105783,0.442378506212688,NA,0.000325482676669102,0.00392590324625166,0.123392361739248,0.543807125095572,0.364887533562489,0.415156525613661,0.0997888903309303,0.648470125280561,NA
"Anaerotignum propionicum",0.0154957695019935,0.56700129995088,0.321607631979739,0.246422470088949,7.78723710063766e-10,3.96801497307379e-08,0.512734403580397,0.000313670849809853,0.108467581090561,0.0532050996584448,0.285502584590655,0.00016516472704755,NA,0.00353372491670912,0.159458966187572,0.268867383635529,0.852538874739105,0.203965266546197,0.776929736066444,0.00446181704050723,0.410387130356303,NA
"Roseburia hominis",0.00010976372489146,0.52360515090079,0.223161243486058,0.638203604769777,1.36378399300634e-14,8.11803496367005e-09,0.476902898649215,0.0539799397978949,0.375686518981588,0.206881642849008,0.991067218374909,0.290899364317683,NA,0.000212186504596778,0.0232690427963998,0.228498557471745,0.877555579809762,0.124071872219783,0.693436080445057,0.0155588181371932,0.828907930572506,NA
"Novisyntrophococcus fermenticellae",0.0074123855210346,0.322457371322389,0.514273164887409,0.204086004248041,2.7003627854633e-11,1.73245238129822e-08,0.722222548370896,0.00638061788895735,0.0320492017017994,0.112452493413672,0.624483693184958,0.00114652919300457,NA,0.00105752914603946,0.0854725105654293,0.188237504849497,0.945006450213973,0.254557660379579,0.862593915854936,0.0193468469927427,0.91106457748681,NA
"[Clostridium] innocuum",0.0131884354320329,0.391682592959714,0.369849058206053,0.044753051668215,0.0522618571802899,0.0666062666845539,0.572111623780304,0.6569907176145,0.225893379931156,0.878042032387671,0.284475029068905,0.604944737151167,NA,0.00281996358506649,0.0511340440798676,0.133948127391328,0.122431749375801,0.996172226123443,0.339936200581738,0.154055699295883,0.550496584460233,NA
"Leuconostoc mesenteroides",0.0390742647341856,0.319859627170311,0.926280756660325,0.000660385367796878,0.000102270997477558,0.000355468244205602,0.673024357807844,0.259788502981781,0.60055857048176,0.691496435837098,0.553673516131024,0.444331624488694,NA,0.370190812864422,0.150102357881701,0.964174443313192,0.859817576667428,0.895928147541006,0.659048206509836,0.595179959364079,0.816382355136086,NA
"Pauljensenia hongkongensis",0.649114258556983,0.755777731481579,0.0233140528685595,0.240416000347451,7.98929205786965e-05,1.20996408136166e-05,0.108658304905838,0.990984072548686,0.34320858849343,0.163615341635312,0.507441371357829,0.104967246879103,NA,0.825479093211469,0.305423108704955,0.060331658983438,0.369287285007619,0.0570151421699571,0.345582042840632,0.0373359370981651,0.697678786739108,NA
"Bacteroides zhangwenhongii",0.758475785109916,0.469759891181297,0.0050031456892115,0.0453675511974167,0.688292284613154,0.191052818646698,0.0243103134041722,0.102826524810964,0.144870302122781,0.0145951949758123,0.37138089603447,0.132646193501476,NA,0.00245585423255446,0.0116135838248725,0.00105392160751078,0.905665005176851,0.293085790887785,0.844515699451202,0.0583931193286666,0.345458098080924,NA
"Ligilactobacillus salivarius",0.0221904860543209,0.364415051507578,0.448258063161336,0.554198594549753,0.00103035782039499,0.000853425480906128,0.575411719263414,0.282520078797933,0.026542728064134,0.519803274199046,0.0755985538048086,0.819546834315455,NA,0.429247866145547,0.0201737236231621,0.414947991017012,0.324620771483007,0.913200206989244,0.553330572822192,0.3729126779778,0.565869441162493,NA
"Clostridium gasigenes",0.228112100219972,0.654934412358924,0.537771009223941,0.875601313462065,1.156323856375e-07,0.000120112679850869,0.209873146459091,0.0069969447624322,0.961046596396185,0.080739723175771,0.668819229975748,0.196577234513893,NA,0.144784488553053,0.685892396587273,0.547204074306934,0.73280694835286,0.120836483498526,0.704217141924046,0.0944974487617703,0.962630587330413,NA
"Enterococcus cecorum",0.0802518114618651,0.760373199466276,0.0192714344384154,0.0246837536527053,0.408414189309312,0.511042990706683,0.155068008279542,0.597014958873255,0.131868936992949,0.719950660232546,0.00683140219545307,0.6197330976175,NA,0.383309293365324,0.000151842153030554,0.0179877076058925,0.0363786065182173,0.130949514636529,0.467868125837882,0.578327045638027,0.93395123407156,NA
"Lawsonibacter asaccharolyticus",0.00191065487667362,0.443076735784963,0.366240182864949,0.0870268360500793,8.28507850025191e-06,0.000261680665874958,0.282185733533164,0.0113868952028963,0.281897322993268,0.087377640701508,0.814820293010545,0.252899603715873,NA,0.000295219876714356,0.277337423433964,0.101328861404135,0.337841832828892,0.914839668951417,0.301308170754037,0.0377616675831677,0.439552865454174,NA
"Clostridium sp. SY8519",0.0135787925853396,0.363301237885148,0.260310763978317,0.0967352958967398,2.67876625499973e-11,9.78290636610986e-09,0.706472336034808,0.0354388926274245,0.00131318142596844,0.0923431860635393,0.996391258100236,1.94546878119539e-12,NA,6.20345507652764e-05,0.105930995291505,0.121593439766777,0.96482435988261,0.193934624892344,0.657820825763436,0.0184598456979877,0.854432644436716,NA
"Akkermansia muciniphila",0.158517209044202,0.22496455527416,0.638133195153549,0.113707882467986,0.486664290128247,0.460384959291265,0.000580444575419997,0.0272197878890295,0.890003429945516,0.117667565765383,0.0175140374938503,0.0545597281542111,NA,5.88615352814218e-12,0.0478474222586758,0.0186142173753096,0.118339138004373,0.00224259412918711,8.73870467955476e-05,4.84333411751752e-09,0.379056036141804,NA
"Pseudomonas putida",0.0362033614034089,0.934383928027266,0.205367393818663,0.0278749796581407,1.9946871697858e-05,6.63944151957149e-05,0.870731820134733,0.0020328329253183,0.725270223379437,0.394820808329016,0.299148161059902,0.269345080227504,NA,0.0824147479071147,0.830672678181229,0.803891971210331,0.848911089296894,0.287482334682304,0.850751270350785,0.0658624440104083,0.285497604473358,NA
"Qiania dongpingensis",0.0019902489175792,0.370745297441296,0.454353990358699,0.265243159269114,4.84518827049272e-09,9.44926095851109e-08,0.98944832770593,0.00967408701025703,0.0680941958046825,0.244904074061201,0.789452711477068,0.118944172486102,NA,0.00105403806795109,0.165991948610844,0.176069976021022,0.117665815738225,0.599141059291577,0.898282186701123,0.0623714143707091,0.70214909285294,NA
"Cellulosilyticum sp. WCF-2",0.00580429169777529,0.625288179957697,0.74083182814884,0.554796288735822,6.69842290460164e-10,3.32049551231698e-07,0.383132343862204,0.0148531118281499,0.0850356498375627,0.116765120798847,0.434520761853315,0.00548007502634892,NA,0.0168533928234372,0.249200879766493,0.463311458679272,0.889789939476014,0.111518382448674,0.787238159918962,0.039904458385751,0.674279627051497,NA
