"","ciprofloxacin","amoxicillin-clavulanate","metronidazole","ceftriaxone","vancomycin","cefepime","azithromycin","trimethoprim-sulfamethoxazole","penicillin","levofloxcacin","dapsone","amoxicillin","cefdinir","piperacillin-tazobactam","ceftazidime","cefuroxime","cephalexin","pentamidine","doxycycline","meropenem","daptomycin","cefazolin","aztreonam"
"Enterococcus raffinosus",0.312202004875267,0.972483919364364,0.112451163166075,0.110381146298008,0.348014978657847,0.692908679220826,0.234238849018179,0.481249763804527,0.552719214647024,0.268413597092974,0.458530640648169,0.991313641981919,NA,0.783390059800132,0.468771596390007,0.655321686870274,0.898727233426062,0.99881363774454,0.549863020594894,0.803430253871744,0.84859471196197,0.778262282704045,0.842343385454465
"Bifidobacterium catenulatum",0.415529365806057,0.537310298196193,0.984145061212384,0.466521094274295,5.8656002844444e-09,2.68466270830773e-08,0.455908913583085,0.117160426895436,0.686814868593295,0.145796578977096,0.919511947435558,0.568056410136635,NA,0.00630661146246499,0.744315190273178,0.506968231877939,0.897513827820201,0.99881363774454,0.76222040435292,0.992539738321893,0.390852265159762,0.722155499125748,0.105793663537324
"Christensenella minuta",0.261280498867714,0.765500861310567,0.96989003606398,0.531930749355153,1.10318891081216e-06,2.38675661932157e-05,0.503814902921068,0.341598192690229,0.534821189132893,0.144221214060859,0.858471874834443,2.10457804563586e-14,NA,0.00272086967106415,0.535893131676466,0.246332740976608,0.8881310367876,0.99881363774454,0.705666965277251,0.978473946794483,0.14215816891541,0.698786394686945,0.478376853611791
"Butyrivibrio hungatei",0.121905162495226,0.478393513498976,0.969913280536192,0.629625822986706,3.00958069313183e-11,6.29239689495757e-09,0.938648425618888,0.0970463354060521,0.505102297449115,0.107325681134446,0.935010316258673,0.30351791564884,NA,0.00386759645505142,0.659196083175582,0.380467884314585,0.904488589673083,0.99881363774454,0.84412428837409,0.992539738321893,0.0944974353039243,0.43992256779132,0.0311933833255194
"Oscillospiraceae bacterium",0.0247142886769369,0.482853585405547,0.687014122626049,0.509529836273189,1.11539735667218e-10,1.26735021097424e-08,0.747673860430276,0.0294707096013289,0.275309668353948,0.0830714324587922,0.903400939140288,0.000203281000214036,NA,0.00011611025661367,0.606813946782601,0.3578620938137,0.9845471851853,0.99881363774454,0.935613216494178,0.888022791914514,0.0944974353039243,0.307659705916552,0.599060990776409
"Streptococcus infantis",0.492315401746474,0.899366983005293,0.633435750906611,0.914157821856295,0.247452913132998,0.239178510817626,0.901679520285207,0.278507479319418,0.449811929258854,0.809968666990471,0.919511947435558,0.785168275150756,NA,0.0300050847410032,0.0454118133503855,0.68902486471124,0.8881310367876,0.99881363774454,0.949891053675987,0.922483176160052,0.957334482280791,0.533952858977259,0.362499907997324
"Lactiplantibacillus plantarum",0.271587265292409,0.261831753963101,0.741558531241889,0.681855162985687,0.502398418004518,0.910612843067436,0.245988445002441,0.446185825368827,0.114967932023455,0.416075049067842,0.858471874834443,0.644530860778654,NA,0.667502711438385,0.646494894328724,0.601581464850921,0.89651084812923,0.99881363774454,0.851889741935784,0.937745881783243,0.221523922620335,0.595146442947475,0.725883229781345
"uncultured human fecal virus",0.0106685589092818,0.387590747722947,0.348891809959162,0.212117405358509,2.10932708872049e-12,9.63344375499015e-09,0.598159576292922,0.0739443786096038,0.320294110417556,0.0601215853425111,0.919511947435558,0.716628956448977,NA,0.000405478235885808,0.620634669356811,0.248168867199799,0.8881310367876,0.99881363774454,0.711055931119393,0.963783801302251,0.114495546947058,0.546589380248217,0.804421569287943
"Anaerotignum propionicum",0.285046234118058,0.475925960500677,0.946260736721992,0.552183987173333,1.2774241874112e-10,4.48377247156273e-09,0.934167339505435,0.0256693077948893,0.449408011121763,0.0458741570905302,0.788169820528013,0.00178928454301512,NA,0.0155633465561267,0.659196083175582,0.381853242221078,0.891953033636123,0.99881363774454,0.705666965277251,0.992539738321893,0.0760145669881923,0.474014657741963,0.347846703914744
"Roseburia hominis",0.0119688559717829,0.522352968016557,0.915197390257218,0.647044957327398,3.00958069313183e-11,4.31878341243867e-08,0.648251418072347,0.126436664338739,0.620496571402236,0.0765295666057401,0.995908624097618,0.619949464939325,NA,0.00109150006271756,0.48690806723162,0.367714769752679,0.8881310367876,0.99881363774454,0.76222040435292,0.992539738321893,0.0821911460852255,0.903805552642753,6.43567256131481e-13
"Novisyntrophococcus fermenticellae",0.206238060166339,0.469001322940122,0.935231300897191,0.571733673621325,4.7605278159806e-10,1.21111594205658e-08,0.966080019694437,0.0970463354060521,0.304858260090287,0.0613265445297235,0.919511947435558,0.0103987531458554,NA,0.0101012030454224,0.616743101878038,0.359808158919056,0.891953033636123,0.99881363774454,0.710965131976471,0.992539738321893,0.0816971611194278,0.557831850683409,0.626511627151372
"[Clostridium] innocuum",0.155451412729926,0.387590747722947,0.741558531241889,0.220379745243644,0.0439647453135709,0.0309349305117571,0.901595265695167,0.44395916018299,0.530824115914541,0.393172012296948,0.835642855924296,0.785168275150756,NA,0.000542949016358727,0.662824946948608,0.224675121055267,0.8881310367876,0.99881363774454,0.901442244113007,0.619948927875562,0.48310778702479,0.405274237469075,0.628187820856794
