"","ciprofloxacin","amoxicillin-clavulanate","metronidazole","ceftriaxone","vancomycin","cefepime","azithromycin","trimethoprim-sulfamethoxazole","penicillin","levofloxcacin","dapsone","amoxicillin","cefdinir","piperacillin-tazobactam","ceftazidime","cefuroxime","cephalexin","pentamidine","doxycycline","meropenem","daptomycin","cefazolin","aztreonam"
"[Clostridium] innocuum",0.379643902950749,0.282651786116242,0.813116036753812,0.116308357063408,0.0406236555798076,0.0298437440096555,0.928159169894883,0.244354586022856,0.530824115914541,0.700379968479777,0.787257219668797,0.785168275150756,NA,0.000353004679674404,0.893973974986878,0.224675121055267,0.99905187609028,0.99881363774454,0.947053625583481,0.89870375158235,0.643354155747959,0.405274237469075,0.551425462137522
"Leuconostoc mesenteroides",0.327992051909611,0.66720892284558,0.502143152152884,0.0817465585802037,0.00294508314196918,0.115573396322344,0.670061070212008,0.347528775709161,0.762924568364451,0.149611345255596,0.899442962501884,0.716628956448977,NA,0.396757079686913,0.689661587053575,0.835455892126177,0.582187771303484,0.99881363774454,0.998476324479096,0.813316435554412,0.582015902998395,0.793727883412466,0.766252339663235
"Pauljensenia hongkongensis",0.872335705301161,0.63447732858451,0.144924048497395,0.103614078385721,0.000305940312463166,1.71995421905242e-05,0.925657093416418,0.489725445702481,0.602934006812782,0.0925538565291755,0.899442962501884,0.389878345550954,NA,0.689414890099578,0.973158569683036,0.279857392173554,0.681283369480009,0.99881363774454,0.766541296289249,0.402789741047254,0.120520683945185,0.474014657741963,0.599869207538296
"Bacteroides zhangwenhongii",0.353987026773017,0.322002286014744,2.39533950711715e-06,0.0106762838768609,0.133636449137363,0.661449558630538,0.670061070212008,0.0073891299484401,0.466298535738325,0.065253636937272,0.843689028475788,0.453789609347153,NA,0.000384788796435748,0.304302279318508,0.00021656403867299,0.68358529058737,0.99881363774454,0.886536101820946,0.136809755350859,0.120520683945185,0.311467791581041,0.00423219047929653
"Ligilactobacillus salivarius",0.394306255050415,0.499730119715161,0.272455922008223,0.663544977441462,0.0920629507669279,0.733317974814198,0.670061070212008,0.925896580913951,0.279774701216547,0.0540132434383004,0.376970621603577,0.913209329665793,NA,0.673832231242424,0.385381751170445,0.916275821682224,0.701852335408903,0.99881363774454,0.886536101820946,0.759974098150796,0.538036721297199,0.63303035823949,0.258967736235942
"Clostridium gasigenes",0.717704914119036,0.572632050494039,0.747577109193358,0.924522268281507,4.52304599538136e-06,0.000770349420924844,0.452895110178932,0.112155319510592,0.990960489039914,0.0152109098743997,0.899442962501884,0.527615446100606,NA,0.303324345782093,0.893973974986878,0.625992256203091,0.68358529058737,0.99881363774454,0.886536101820946,0.742139122360581,0.24040324686902,0.791477202821442,0.283439221974605
"Enterococcus cecorum",0.134328723583135,0.85452400872026,0.11397675950527,0.00314206856970672,0.75753552091665,0.929242074179499,0.197393200513728,0.787872486657602,0.466298535738325,0.737349534001784,0.16616595200139,0.797676264260148,NA,0.0400897924840762,0.761054813521039,0.187492479054801,0.709649462125443,0.99881363774454,0.652860062461423,0.493092567069674,0.346828568087898,0.759106227877007,0.543082656632366
"Lawsonibacter asaccharolyticus",0.338703328148809,0.438582607248789,0.693893750216773,0.154207259647387,4.43673769043764e-07,0.00031892013216763,0.825068660478051,0.00773739322837862,0.552719214647024,0.00146036428755604,0.983012220654723,0.590603864965213,NA,1.56402048535002e-05,0.973158569683036,0.218467025919266,0.949606026060337,0.99881363774454,0.886536101820946,0.347940309294597,0.165582159779065,0.385969843925733,0.0954356404742195
"Clostridium sp. SY8519",0.413127776520283,0.278438152196176,0.950227467373938,0.242457346136804,3.65239208112532e-11,7.42534975550817e-08,0.776269458815677,0.0263137673329729,0.0426783963439744,0.00198364768124432,0.983012220654723,7.58732824666201e-11,NA,0.000252158888615667,0.835693406378429,0.243285705682783,0.888887571087482,0.99881363774454,0.886536101820946,0.413781951002968,0.1453348906,0.679942824110762,2.35360601862013e-07
"Akkermansia muciniphila",0.992781694885357,0.128142591222544,0.032161092059114,0.449659244131051,0.229131553734554,0.165510570841939,0.308818080587607,0.141571770577823,0.972745615063808,0.212141320819735,0.22595096756124,0.267370535621239,NA,8.13892932952756e-05,0.825720441478175,0.0564960229570816,0.582187771303484,0.99881363774454,0.947547076626934,0.874899324665073,0.0541249058407471,0.782035379498971,0.30121885104272
"Pseudomonas putida",0.216205559492011,0.509453665654084,0.944821003970837,0.278931405563594,0.000683861004327729,0.000143777018419582,0.683528662598357,0.0939960728529805,0.867654561711596,0.40336850916459,0.694770291598806,0.600785719586591,NA,0.65660515581994,0.689661587053575,0.512018968191794,0.915195496509587,0.99881363774454,0.902032665702696,0.413781951002968,0.146659840124644,0.307602081331495,0.0429211228278892
"Qiania dongpingensis",0.302754617128607,0.308704048754487,0.962183718777678,0.471138675327692,3.81298271594252e-09,1.39741629638173e-07,0.998278354082938,0.0311214125366655,0.392675978831257,0.0109723607942324,0.93533874482805,0.42171115699618,NA,0.00301577583871128,0.876422145114118,0.332341075972188,0.91669786584639,0.99881363774454,0.973062147208663,0.603269682003487,0.239349363818751,0.474014657741963,0.130917006772233
"Cellulosilyticum sp. WCF-2",0.287715984370442,0.438582607248789,0.730459907455175,0.775486021392326,2.93816795635661e-08,6.08088890783124e-06,0.670061070212008,0.0319988785190358,0.435918013753632,0.0133928038299567,0.83154139724106,0.0419064560838447,NA,0.0510631574368217,0.825720441478175,0.573163883460226,0.703152259472503,0.99881363774454,0.886536101820946,0.709805180672474,0.218598422338472,0.916043207046914,0.098612737001315
"Gordonibacter pamelaeae",0.003954975566552,0.934249398256446,0.0748619785082204,0.00698325440910127,0.000638090997521522,0.0172328905081382,0.735588701747105,0.0059843168391285,0.392675978831257,0.00078661736512778,0.919074043808929,0.525350030709327,NA,0.000868358191188687,0.825720441478175,0.284129790965172,0.582187771303484,0.164690470999866,0.947547076626934,0.759974098150796,0.018225174129391,0.76992420356725,0.0148060805300758
"Veillonella atypica",0.811174802278426,0.311990387950453,0.373876698317245,0.815766883417261,0.0692173793548563,0.801513456326112,0.624799593476287,0.391071577858951,0.530824115914541,0.10698598948803,0.983012220654723,0.773060115648759,NA,0.0103362052150042,0.263263261298006,0.811945343265453,0.96799561925259,0.99881363774454,0.886536101820946,0.812072687242999,0.431524596431294,0.584314461447761,0.38374832911477
