"","ciprofloxacin","amoxicillin-clavulanate","metronidazole","ceftriaxone","vancomycin","cefepime","azithromycin","trimethoprim-sulfamethoxazole","penicillin","levofloxcacin","dapsone","amoxicillin","cefdinir","piperacillin-tazobactam","ceftazidime","cefuroxime","cephalexin","doxycycline","meropenem","daptomycin","cefazolin","aztreonam"
"tetM",0.607277271635283,0.105178402994429,0.621351738703773,0.0791086318990337,0.806513228424367,0.639446441217432,NA,0.49820751959524,0.381074331412602,0.148005388302155,0.24827588172571,NA,NA,0.396960990489737,0.262024457863449,0.638389830198704,0.00562253822736063,0.00655618028246527,0.158141971830352,0.675458996268274,NA,NA
"mtrC",0.275015574359339,3.4567168572306e-10,3.42497525840679e-10,0.000163831457027385,0.0820833596067046,0.492592641292467,NA,0.542716204906856,3.4567168572306e-10,0.0652905163643195,0.351280165460281,NA,NA,3.10472248157637e-10,0.195649188064463,0.994482021683936,0.486579528377296,0.35238899994907,0.993385081374305,0.239538599200677,NA,NA
"arnA",0.107792673572623,0.82583749673981,1.29655678854871e-09,0.994388433692181,0.379930625675012,0.529068867843125,NA,0.696307950363601,0.699334627237276,0.88437144947014,0.386249290162744,NA,NA,2.30957719712021e-05,1.30694632467596e-09,0.446985588509395,0.696337933270752,0.86937453917778,0.447123607124641,0.115263163526797,NA,NA
"MexI",0.084186759878719,4.00590137373909e-24,0.839368456455269,0.862261671841257,0.422294294481872,0.220062400999801,NA,0.893703406633881,0.628452047463101,0.429029165495849,0.61611261526567,NA,NA,0.82998460066356,0.0690322288899308,0.604408565833537,4.30211970340843e-24,0.406253820917079,0.955838893485951,0.108222902359008,NA,NA
"Paer_emrE",0.0980427786207614,0.919937985659402,0.746519167132943,0.21792407990597,0.524104338971047,0.846583918652619,NA,0.238477590494552,0.669964500092693,0.0463151967079474,0.207244659057065,NA,NA,0.486567286748516,0.101313867032962,0.00647905572274386,0.854520290644465,0.103699790014313,0.104764362068495,0.203255587389402,NA,NA
"ParS",0.0331576205918635,0.780366213363638,0.587508153146083,0.680880407809817,0.552266106165807,0.650537529278185,NA,0.559987221092927,3.90301665116382e-10,0.142388185919432,0.617091370044882,NA,NA,0.32878029118696,0.140237948426295,0.795302394261104,3.93833459854694e-10,3.79666567920426e-10,0.774905783041944,0.745499707278,NA,NA
"ArmR",0.121881534604292,0.648606881699064,0.817090979872914,0.152872448338785,0.284964423213256,0.68142933820214,NA,0.77179927449712,0.415961580667331,0.0363532959206714,0.755179081767839,NA,NA,0.415174512860739,0.00287461318538688,0.0391889156616588,0.742143199415192,0.0215392194271054,0.259160666465412,0.507189934946621,NA,NA
"patB",0.0407525257606624,4.8506218957168e-28,0.79077100328043,0.488959897997442,0.152122878828023,0.00960267303541839,NA,0.278164995480193,0.456823203547377,0.385996135174881,0.26344473478528,NA,NA,0.880963937674875,0.0143668219521473,0.0225033445753961,0.762071904003429,0.610589612925685,0.130665339127339,0.430553624017332,NA,NA
"vanV_in_vanB_cl",0.264703959963156,0.180338806953916,0.45610283785137,0.376508272317178,0.363412032759359,0.761494291042297,NA,0.0117830026968278,0.371583865585943,0.0148244459037391,0.813275210143376,NA,NA,0.965227116537252,2.07750821197091e-10,0.150596187393104,0.753613670169147,0.0100125999154218,0.298923714155995,0.0718832893850962,NA,NA
"APH(6)-Id",0.398596925642599,0.458556117386649,0.366622744332995,0.300840888546416,0.229142380352766,0.411821060199621,NA,0.0230413343148216,0.465476948484689,0.932720741616412,0.0112199153286315,NA,NA,0.71895701657215,0.796965380175863,3.5261726130869e-17,0.284181497954523,0.00737511452394197,0.1890104243153,0.791646685447298,NA,NA
"dfrF",0.378566053438213,0.147198092981421,0.795948518173272,0.33890670220215,0.28406359033716,0.085299821334531,NA,0.27290925992455,0.823385883651144,0.357788439771391,0.0319361857202941,NA,NA,0.0915526111796609,0.428362328864604,0.392639298144415,0.797187747511869,0.219694487692532,0.584551436044509,0.435149906010239,NA,NA
"rsmA",0.583481925861016,0.423633854767849,0.961724489388344,0.144963209595398,0.526376675254801,0.378634704267895,NA,0.462468585196698,0.970007882483846,0.0252425770086609,0.642988195065186,NA,NA,0.570160504559863,0.0773103341665416,0.117568520447507,0.037650031055745,0.0245781423614665,0.119588879826704,0.251819480664371,NA,NA
"CfxA2",0.684087424096469,0.0340743958315559,0.00322858788612433,0.594278724669139,0.715282608669285,0.544210615534784,NA,0.759564274139069,3.04500995244448e-22,0.143580717110068,0.53075712186272,NA,NA,0.281701982323743,0.00435050854075599,0.00286172334984877,0.177482690146515,0.737270077639452,0.104461072654167,0.248454251432448,NA,NA
"aadA5",0.0209135443663417,0.535984004981718,1.50333668692716e-05,0.952194762078139,0.876893404232652,0.611951388735941,NA,0.0224263062712641,0.606582485330702,0.72324673778841,0.0370824197023705,NA,NA,0.728480646262765,0.785959930406267,1.53338457749214e-08,1.5608752478436e-08,0.215877732417283,0.00663960787861414,0.918196347666138,NA,NA
"vanT_in_vanC_cl",0.0147511935554997,3.18823868719241e-16,0.852136179137236,0.896203264353266,0.636264242079782,0.898823421304134,NA,0.734403305999176,0.351221039088608,0.503151879864995,0.70399331600225,NA,NA,0.146160993983946,0.0398701219224813,0.919744822686207,7.60359250860967e-05,0.0562325419464477,0.604825918547168,0.882441173798504,NA,NA
"vanS_in_vanC_cl",0.0258174114198909,2.59532840651708e-05,0.852934025732601,0.968835286166191,0.0369201601197986,0.303930333548625,NA,0.293700382200079,2.97826253537801e-15,0.587072304418407,0.825885843487756,NA,NA,0.532664178450582,0.108754981064969,0.946552950864933,0.0200751046801336,0.0169339129628566,0.0325304658589184,0.674340925261264,NA,NA
"mel",0.740089161524834,0.277506718579725,0.0177940550668448,0.99387689165621,0.00587324008468027,0.00617609573850366,NA,0.176706870383922,0.856327337177328,0.621069374254487,0.032145291043907,NA,NA,0.0229527655457276,0.00894309083907523,0.892375057834746,0.2337771473795,0.178038684656722,0.0103060578726093,0.0621866676207294,NA,NA
"ErmB",0.830355781264891,0.575766484761022,0.297407489330878,0.211070181739513,0.983973473769236,0.405249969561628,NA,0.910730128839791,0.68075382986105,0.326089349002533,0.275063255898922,NA,NA,0.164843048883072,4.24981721344456e-18,0.0106037469870148,0.151951781994807,0.00351530033177785,0.963859098456244,0.990156019682542,NA,NA
"Mef(En2)",0.356998718634805,2.18041172091269e-05,8.84884964031281e-05,0.51409532992415,0.782930444382308,0.0554094678151751,NA,0.354857594695737,0.772903181873643,0.0657032053719488,0.13178151094155,NA,NA,0.026406161076043,6.67531936161372e-12,0.000870362438198339,1.45746409533188e-47,0.134538673649923,0.66361881128271,0.665257499749331,NA,NA
"APH(3'')-Ib",0.141486241162075,0.577091362482141,0.00827177645738682,0.21563287623483,0.384030816056718,0.334707598936664,NA,0.06189582615979,0.539811264289079,0.801279726451681,0.0303372815440435,NA,NA,0.803442998826892,0.977872775790377,0.335828302556556,0.395668207690204,2.64158827796246e-14,0.663453962545734,0.649632618864529,NA,NA
