"","ciprofloxacin","amoxicillin-clavulanate","metronidazole","ceftriaxone","vancomycin","cefepime","azithromycin","trimethoprim-sulfamethoxazole","penicillin","levofloxcacin","dapsone","amoxicillin","cefdinir","piperacillin-tazobactam","ceftazidime","cefuroxime","cephalexin","pentamidine","doxycycline","meropenem","daptomycin","cefazolin","aztreonam"
"tet(W)",0.0816578859332032,0.57654492602587,0.213885899655319,0.0351358958759333,0.197287112055895,0.051942897970726,0.435535861095873,0.904765800444066,0.8545996268939,0.681081601513046,0.478749920249192,0.949737147228362,NA,0.202957227813318,0.706813611406341,0.183814726154018,0.743113725279413,0.934763693350543,0.648721392404342,0.977224975903327,0.123368210274852,0.954799021860976,0.0422280942355558
"vanS-D",0.150580806258501,0.824329733134824,0.395192926303953,0.818753164383605,0.448892037756349,0.0410476579645925,0.508401913370723,0.0298183228256132,0.8545996268939,0.703226033218555,0.478749920249192,0.983505814695947,NA,0.0333183452998886,0.916150780850176,0.183814726154018,0.768069227640675,0.934763693350543,0.532015938546695,0.977224975903327,0.123368210274852,0.954799021860976,2.00081870313178e-31
"vanR-D",0.39196878170766,0.824329733134824,0.968357841133827,0.818753164383605,0.286048967614192,0.0297921288283703,0.556644527825265,0.0168759715220387,0.8545996268939,0.292216282578951,0.478749920249192,0.949737147228362,NA,5.63614226617781e-05,0.901210215034156,0.183814726154018,0.743113725279413,0.934763693350543,0.770675412187217,0.977224975903327,0.123368210274852,0.954799021860976,0.316109704390094
"sul2",0.150580806258501,0.647498791545439,0.0781803771350021,0.818753164383605,0.621391015363607,0.873211418156748,0.98198483396216,0.0711062944329603,0.976845091727385,0.292216282578951,0.504844901568235,2.72201880100521e-10,NA,0.0435597609342761,0.901210215034156,0.666370980093855,5.25458131672792e-10,0.934763693350543,0.820494355097282,0.538496073554698,0.552432011198995,0.495086326340298,9.07339600335071e-11
"tet(O)",0.150580806258501,0.913842395051703,0.639187945141918,0.818753164383605,0.637065605648274,0.88977601739352,0.556644527825265,0.88829939375553,0.8545996268939,0.681081601513046,0.478749920249192,0.954441221258726,NA,0.45163469145978,0.706813611406341,0.938043455445714,0.764465103064449,0.934763693350543,0.410283625715747,0.977224975903327,0.381766504600293,0.495086326340298,0.131318378891253
"mef(A)",0.449419181054267,0.894190003643067,0.408048983089982,0.818753164383605,0.33160136169081,0.873211418156748,0.556644527825265,0.32778500589889,0.8545996268939,0.480649424194669,0.624766754364712,0.246571222029326,NA,0.202957227813318,0.322455361783047,0.386362763563475,0.743113725279413,0.934763693350543,0.410283625715747,0.410160625170188,0.694805521027394,0.885779533098559,0.000507513776846079
"aadE",0.586265941873925,0.824329733134824,0.66382099667164,0.0432131654602894,0.00389739995339188,0.0202866233139016,0.838971151952536,0.32778500589889,0.767968188143042,0.480649424194669,0.478749920249192,0.949737147228362,NA,1.02866568814858e-06,0.322455361783047,6.82015319724556e-05,0.743113725279413,0.934763693350543,0.410283625715747,0.854505789779715,0.975283041799221,0.495086326340298,4.15425942399343e-05
"lnu(C)",0.0816578859332032,0.824329733134824,0.985835610146644,0.0142620995329351,0.148384394650498,0.468352987903871,0.435535861095873,0.854032512722437,0.8545996268939,0.957644540645798,0.478749920249192,0.949737147228362,NA,0.026041479507982,0.325500579785921,0.281929535754477,0.743113725279413,0.934763693350543,0.648721392404342,0.977224975903327,0.990278159454059,0.885779533098559,6.87523692605473e-13
"tet(40)",0.150580806258501,0.57654492602587,0.213885899655319,0.818753164383605,5.49651923716577e-08,0.000874771718311529,0.807248894098301,0.0168759715220387,0.976845091727385,0.292216282578951,0.624766754364712,0.949737147228362,NA,0.000235581781851263,0.322455361783047,0.510910933515284,0.775148415730858,0.934763693350543,0.856192485493625,0.977224975903327,0.123368210274852,0.495086326340298,0.77644219221393
"msr(D)",0.199154998698626,0.913842395051703,0.89806316476331,0.402678685575751,0.4379026416364,0.873211418156748,0.838971151952536,0.88829939375553,0.8545996268939,0.292216282578951,0.702020509141307,0.949737147228362,NA,0.0333183452998886,0.322455361783047,0.183814726154018,0.743113725279413,0.934763693350543,0.47151814615608,0.159483676852507,0.975283041799221,0.87984778156561,0.318535221659363
