"","Ciprofloxacin","Augmentin","Metronidazole","Ceftriaxone","Vancomycin","Cefepime","Azithromycin","Trimethoprim-Sulfamethoxazole","Penicillin","Levofloxacin","trimethoprim-sulfamethoxazole","Dapsone","Amoxicillin","Trimethoprim-sulfamethoxazole","Cefdinir","Metronidzole","Piperacillin-tazobactam","Trimethprim-sulfamethoxazole","Ceftazidime","TMP-SMX","Cefuroxime","Cephalexin","Pentamidine","Pencillin","Doxycycline","Meropenem","Daptomycin","Sulfamethoxazole","Cefazolin","Aztreonam"
"Leptotrichia hofstadii",0.0170887778597536,7.81471303898397e-48,0.0118561422496694,0.0220207499763538,6.79976015894571e-12,9.21383198988397e-09,0.604736448148089,0.371574058483767,0.0591927311707405,0.521838170111271,NA,0.154941703999289,0.772167982520373,NA,NA,NA,0.000978418755036315,NA,0.333342488345937,0.639314464996452,0.49356637219882,0.582755966267436,NA,NA,0.0792607183697483,0.206436030388441,0.00411855920433089,0.703729242897594,NA,NA
"Nostoc sp. C052",0.11308001212742,0.846007904659668,1.87584022831136e-36,0.724898441121812,1.22829403138817e-06,2.66015187915561e-06,3.33150582135621e-36,3.33150582135621e-36,0.778979140969483,0.227149227696785,NA,0.191259015965994,3.33150582135621e-36,NA,NA,NA,0.195965892800311,NA,2.75975123244788e-36,0.268734180915344,0.88308039267562,0.556044855479304,NA,NA,0.742475757917931,0.522585634319218,0.0238844307151792,0.641309029264155,NA,NA
"Nostoc sp. C057",0.192307758753932,0.595198973822474,0.381310363029787,0.165079928581812,0.0347837252001288,0.0511688069293469,1.1251442562738e-11,0.126283110670673,0.681043489725956,0.919059027139269,NA,0.0311894296632249,1.12747326939435e-76,NA,NA,NA,0.104277475298504,NA,1.11088658196705e-11,0.7496180196355,1.08244132524808e-11,0.646590863511357,NA,NA,0.296312718727117,1.09665189875808e-11,0.247171395674079,0.709738801377743,NA,NA
"Streptomyces sp. fd1-xmd",0.934945336810187,3.77797607076143e-25,0.388623197931122,0.487717579459166,1.70360306057852e-06,7.7796826769269e-08,0.819833662077083,0.000560937076692762,7.32990819878422e-09,0.318274017772451,NA,0.75462238688358,0.215129476550545,NA,NA,NA,0.217013868311376,NA,3.49118392353122e-25,0.806190744008454,0.338407551948809,0.922678731888892,NA,NA,0.714740439154375,0.331582287523956,0.00106914770496995,0.413900798708315,NA,NA
"Bifidobacterium angulatum",0.446588491890818,0.960775040732335,1.40808051890032e-43,0.958200014380972,1.69702607948654e-06,1.50628160507479e-06,3.41497950910616e-43,0.351732612772853,0.216955029855052,0.654765944354523,NA,0.86362887803661,0.973162908100811,NA,NA,NA,0.648604802422271,NA,0.250972736138156,0.86699973188006,0.204799883187357,0.68057372636547,NA,NA,0.211262207634168,0.163728244934903,0.035718760901797,0.355982306853254,NA,NA
"Corynebacterium pseudodiphtheriticum",0.00174346558503578,4.887668761672e-17,4.44173958875449e-17,0.0602261589872539,0.00126398484956551,8.10220803665601e-05,4.887668761672e-17,0.657679905173526,0.195069801280522,0.775214155116199,NA,0.54109334814385,0.743786014570957,NA,NA,NA,0.74709658798447,NA,4.73609862869701e-17,0.934498538653174,0.604555738895633,4.887668761672e-17,NA,NA,4.15901208658975e-17,0.886283608987835,0.201191304763472,0.630063484570571,NA,NA
"Arcobacter aquimarinus",3.08221201184551e-07,6.06573429984139e-38,0.182659987799379,0.304272616787512,0.000158091724686224,0.0213557775168339,0.992131260824605,0.956777517864614,0.110211325181001,0.860972432272259,NA,0.042310772492735,0.815113573525455,NA,NA,NA,0.225270466087418,NA,4.91197944508032e-38,0.307275837062981,0.953655197558426,0.84562966263867,NA,NA,0.535631084456725,0.587640406829574,0.190579232431156,0.773686110266948,NA,NA
"Caldicellulosiruptor kronotskyensis",0.000819678589783731,5.27066355284854e-31,3.54988359481597e-31,0.625946738350089,1.0641583787554e-09,7.05744211407894e-06,5.27066355284854e-31,1.26370197989204e-05,6.87614203191965e-08,0.0423885803188782,NA,0.262430556341492,0.911028655760167,NA,NA,NA,0.00125972364718885,NA,0.874609442355863,0.536687581274001,0.931579059060994,0.942326361616019,NA,NA,0.0610227654828253,0.553256579610704,0.0266971660261203,0.455657486107194,NA,NA
"Variovorax sp. RA8",0.0500420532884523,2.10217220537698e-24,1.68088200058482e-24,0.534116445738052,0.0410217413096043,0.097496321294942,0.835784020200729,0.811224738068382,0.933240327284256,0.971655923657666,NA,0.0241890751789114,0.853687358875051,NA,NA,NA,0.0129944649930961,NA,1.95314136194577e-24,0.947386496491219,1.68088200058483e-24,5.76437858428118e-33,NA,NA,0.979263572725501,0.266675735548799,0.0987947946808758,0.448410956925365,NA,NA
"Mycobacterium rufum",0.0589395157876492,0.879871247548832,2.19699811535621e-19,0.749792948939768,0.000805180354800429,0.00235028838591984,2.49934638873656e-19,0.0149074606804047,0.866495249500118,0.0048169342862356,NA,0.99304209099942,0.711570028907696,NA,NA,NA,0.635722039107101,NA,2.39550038318292e-19,0.605871078607576,0.264984221158842,0.879042074600361,NA,NA,2.01043898080122e-19,0.553029612145273,0.259082309894632,0.655470376084703,NA,NA
