"","ciprofloxacin","amoxicillin-clavulanate","metronidazole","ceftriaxone","vancomycin","cefepime","azithromycin","trimethoprim-sulfamethoxazole","penicillin","levofloxcacin","dapsone","amoxicillin","cefdinir","piperacillin-tazobactam","ceftazidime","cefuroxime","cephalexin","pentamidine","doxycycline","meropenem","daptomycin","cefazolin","aztreonam"
"tet(W)",0.228521170661522,0.947551052669781,0.451246424627662,0.0404488466205859,0.9243950201762,0.836987192875989,NA,0.318585210538985,0.8545996268939,0.999286595445348,0.522226951911138,NA,NA,0.487977993799492,0.431554716852487,0.251946277117469,0.973697007958545,NA,0.592094867004445,0.9421094494828,0.263561483693352,NA,NA
"vanS-D",0.621976030483639,7.08464584589661e-19,0.652051407572053,0.670282066276081,0.1472600275435,0.000332387130446258,NA,0.592791322897922,0.8545996268939,0.646445435764094,0.522226951911138,NA,NA,0.423215817427609,3.54232292294836e-19,0.399905935863284,0.876076600112267,NA,0.59360653845696,0.751526785796596,0.434432611283544,NA,NA
"vanR-D",0.621976030483639,2.13004997176137e-24,0.451246424627662,0.847353313277792,0.278095496413987,0.0236296267846925,NA,0.835012567217674,0.8545996268939,0.646445435764094,0.522226951911138,NA,NA,0.196251655197249,1.21717141243507e-24,0.385773109342809,0.2761183879818,NA,0.592682618549781,0.567151773361272,0.263561483693352,NA,NA
"sul2",0.621976030483639,0.866371876003691,5.31769953672225e-10,0.83039542110417,0.9243950201762,0.433002215676669,NA,0.105629866248466,0.976845091727385,0.646445435764094,0.0256303798439544,NA,NA,0.691617485277421,0.67925287062983,0.357080427257939,1.36100940050262e-10,NA,0.550018115171725,5.31769953672225e-10,0.769992581488449,NA,NA
"tet(O)",0.298436493719321,0.781626330716487,0.451246424627662,0.83039542110417,0.9243950201762,0.272418342475929,NA,0.765520958059839,0.8545996268939,0.646445435764094,0.181235973462301,NA,NA,0.515807589305613,0.5603630340306,0.385773109342809,0.876076600112267,NA,0.550018115171725,0.949627683713682,0.434432611283544,NA,NA
"mef(A)",0.834656386961589,0.968602711482525,0.451246424627662,0.83039542110417,0.504743061441628,0.996518080352581,NA,0.614449667291573,0.8545996268939,0.999286595445348,0.522226951911138,NA,NA,0.414412381795006,1.96704917391958e-58,0.248933493314075,3.93504378578418e-58,NA,0.550018115171725,0.751526785796596,0.769992581488449,NA,NA
"aadE",0.650101385720431,6.40393345847886e-49,0.652051407572053,0.23531249875878,0.526546169825497,0.562804063591869,NA,0.592791322897922,0.767968188143042,0.999286595445348,0.522226951911138,NA,NA,0.185796474530078,2.13464448615962e-49,0.00847008864151425,0.876076600112267,NA,0.550018115171725,0.751526785796596,0.769992581488449,NA,NA
"lnu(C)",0.298436493719321,5.3953763529411e-27,0.451246424627662,0.0368598329406949,0.9243950201762,0.555040775347091,NA,0.592791322897922,0.8545996268939,0.646445435764094,0.522226951911138,NA,NA,0.893198747904804,3.23722581176466e-27,0.23836576751707,5.96846993982067e-27,NA,0.592094867004445,0.567151773361272,0.769992581488449,NA,NA
"tet(40)",0.621976030483639,7.91513985429261e-41,0.451246424627662,0.288884878817232,2.18329632248151e-05,0.00763556990448989,NA,0.592791322897922,0.976845091727385,0.857669249318194,0.522226951911138,NA,NA,0.185796474530078,3.95756992714631e-41,0.515417333643324,0.876076600112267,NA,0.550018115171725,0.456534502794087,0.263561483693352,NA,NA
"msr(D)",0.650101385720431,0.866371876003691,0.648642933935037,0.670282066276081,0.333764330996685,0.460994177403765,NA,0.592791322897922,0.8545996268939,0.999286595445348,0.620444751244369,NA,NA,0.964039541784115,2.65000189869272e-25,0.217279983973579,5.53069673139711e-45,NA,0.550018115171725,0.388512155445539,0.593692045371305,NA,NA
"vanH-D",0.915833141236465,7.79531798595943e-15,0.904958933651136,0.847353313277792,0.17422125954393,0.0102928133106621,NA,0.318585210538985,0.8545996268939,0.646445435764094,0.371434170677666,NA,NA,0.691617485277421,4.77836917045154e-15,0.748735590502634,0.876076600112267,NA,0.550018115171725,0.96959885748336,0.769992581488449,NA,NA
"vanZ-A",0.621976030483639,7.79531798595943e-15,0.652051407572053,0.68271646877768,0.037603031264154,0.460994177403765,NA,0.458393578792764,6.23625438876755e-14,0.999286595445348,0.620444751244369,NA,NA,0.237720968705741,4.14079326227777e-69,0.217279983973579,0.60556835869812,NA,0.550018115171725,0.738810946769936,0.423686152484744,NA,NA
"dfrF",0.650101385720431,0.782223193988061,0.652051407572053,0.83039542110417,0.17422125954393,0.555040775347091,NA,0.765939044585723,0.8545996268939,0.857669249318194,0.522226951911138,NA,NA,0.0411001398943246,8.3427489737777e-24,0.93594389005598,0.876076600112267,NA,0.550018115171725,0.868116167460403,0.769992581488449,NA,NA
"erm(B)",0.650101385720431,0.947551052669781,0.451246424627662,0.288884878817232,0.343743893683081,0.813354782135824,NA,0.592791322897922,0.8545996268939,0.999286595445348,0.910691067440802,NA,NA,0.237720968705741,7.16048594408506e-20,0.00280726318126676,0.973697007958545,NA,0.550018115171725,0.454042224997731,0.902724400859896,NA,NA
"vanX-D",0.662420319758127,1.08670383095319e-18,0.652051407572053,0.675866891042481,0.037603031264154,0.000543015803114248,NA,0.318585210538985,0.309369940196088,0.646445435764094,0.851350319838264,NA,NA,0.257636567619468,5.92747544156285e-19,0.439853088073889,0.876076600112267,NA,0.696092011587969,0.990745376434567,0.769992581488449,NA,NA
