"","ciprofloxacin","amoxicillin-clavulanate","metronidazole","ceftriaxone","vancomycin","cefepime","azithromycin","trimethoprim-sulfamethoxazole","penicillin","levofloxcacin","dapsone","amoxicillin","cefdinir","piperacillin-tazobactam","ceftazidime","cefuroxime","cephalexin","pentamidine","doxycycline","meropenem","daptomycin","cefazolin","aztreonam"
"Citrobacter freundii",1.69859913308503e-05,0.266574163185375,0.659070772463823,0.225636717620785,0.0827184942391615,0.0465152015392004,0.0667974122696037,0.0875210922695734,0.512587484120184,0.290089731212424,0.0221337306126937,0.542338901408969,NA,0.771960155186111,0.0121639291281263,0.00258755792589635,0.658815406719579,0.677408188427387,0.76687963169221,0.447533509162576,0.858435386188435,0.0233677046687423,0.59105783857778
"Lactobacillus gasseri",0.58098920167183,0.0330077338900816,0.238101117980127,0.727633505476104,0.129228640009449,0.348136592662081,0.0611344187957535,0.32033854129044,0.000336333628831508,0.0101700424050602,0.47801073201484,0.68694817504835,NA,0.00360535070995649,0.00122622773776196,0.901209171227331,0.753247414185711,0.84469705766365,0.387355221631125,0.261065771791175,0.00360659318781665,0.366092533522188,0.282339353781193
"Butyricimonas faecalis",0.355848396736683,0.432814176958276,0.000358170918038112,0.0210966146799695,0.00923419552209245,0.486471453108832,0.078465801462487,0.0492357219121405,0.593927927251772,0.123251757168668,0.863062618273582,0.227122576998694,NA,9.10002764431153e-06,0.0163478302773734,0.00428056981650711,0.0302905692699485,0.927094428475159,0.198011883066443,0.781435342227808,0.411571579286387,0.132945356188815,0.00244515644520297
"Bacteroides intestinalis",0.250771210839547,0.216875024927176,3.46138137099109e-05,0.000276653952401036,0.0244113720139791,0.709758279976733,0.136922749971864,6.33134499883192e-05,0.37707099339059,0.0184179015236872,0.0892066989077113,0.351966428155344,NA,4.93036783801629e-07,0.442709950434413,0.000189095719558995,0.721819668458443,0.648542403062792,0.595696955726992,0.727943187938186,0.122071947354841,0.372348030972266,0.0126828280310105
"Gemella sanguinis",0.962294208355781,0.0976296626418212,0.328139070103908,0.544814917967523,7.51292207071775e-08,6.45209902755073e-08,0.616378494203834,0.721925947269219,0.802353214362699,0.750333218591097,0.778222386901899,0.329734971682945,NA,0.104325048778075,0.258393699500724,0.260990566770353,0.436046887624519,0.927647139815753,0.507801624530972,0.255598713964165,0.427871668440662,0.157018342812165,0.00773199320972074
"Pusillibacter faecalis",0.0068073914574493,0.708516404569559,0.449211183152432,0.0418974030774809,6.02860100222465e-07,5.11479223492619e-05,0.307089940241319,0.00258411065476987,0.0109587237338615,0.0672907287586597,0.842738187853498,0.409280734181161,NA,1.85595375251646e-05,0.320055417355471,0.0563673810690629,0.727274531877004,0.750624207255309,0.644416741693488,0.725711617834518,0.0645617549036007,0.466572276890499,6.1002045012372e-07
"Actinomyces sp. oral taxon 171",0.0203883348884859,0.839542427670137,0.960643938381338,0.179772453481048,0.0889555633691298,0.0557511202668528,0.30491891179638,0.255962521767832,0.437285467191286,0.462721502681781,0.583408808624172,0.933149666816298,NA,0.874422652031392,0.0487787345011919,0.099333996265267,0.141037581635634,0.506908830860814,0.138353124165881,0.136860241959543,0.0444889532551843,0.29984394090884,0.827959699575994
"Clostridium perfringens",0.942524094068079,0.291081947327709,0.895203015267316,0.691347686872315,0.000176321892867147,0.00110187458872054,0.152942144844578,0.844968873615693,0.150411419340453,0.00259819291775751,0.552598226387619,0.905786414175861,NA,0.062540296253299,0.95036614248341,0.339555224571531,0.575615761860226,0.820703586444899,0.202653077207826,0.693941245195212,0.115540766594875,0.876215690391847,0.360145864059521
"Clostridioides sp. ES-W-0016-02",0.317363559196583,0.603027855958258,0.881434772511416,0.516804643030575,5.47026934976385e-09,6.56133275464563e-07,0.99757319003725,0.105414889250662,0.425246898758261,0.00263668075065609,0.544633999634907,0.39297117049439,NA,0.00264466658857422,0.321069839865108,0.295796884959703,0.64883454546855,0.586435476611438,0.25659323279451,0.624085473028396,0.0176043796205167,0.131734204990484,0.00184709174122991
"Bacteroides ovatus",0.41965388773057,0.558605735128574,8.87224798484026e-07,0.0157509541354732,0.0530909560329986,0.811460836394299,0.863549762818595,0.053148233744975,0.114183028196478,0.0147691965522661,0.0142491879482715,0.194949660722901,NA,0.000233439631360506,0.305849031673842,1.12737410787188e-05,0.704208592188101,0.863184937654051,0.676095332599981,0.156314448787759,0.0171245674228569,0.0106558649847022,0.229962008276145
"Cutibacterium acnes",0.578069724349954,0.287515146378158,0.744462982911899,0.386068392221731,0.798215392311094,0.737550427399758,0.306566667173654,0.692508010720456,0.173400984080156,0.90363964846992,0.343591246645902,0.309244679620014,NA,0.945136167466887,0.771623446304773,0.932214793789714,0.204023681482516,0.00494187219037522,0.169679042895934,0.848242599295587,0.233724411344855,0.359591922570285,0.264200626208795
"Alistipes finegoldii",0.109063291796953,0.191680786617084,5.90703161524609e-05,4.2968754965607e-05,0.109328849867506,0.795825608262906,0.152361488667477,0.0214746185375461,0.821560702735144,0.206222687459041,0.0854310702959577,0.0707754222624069,NA,9.08131512002149e-05,0.780588903075096,0.000923385803496532,0.956632253721373,0.590454995263151,0.50888706072454,0.613429320719096,0.130515759468016,0.0206734475502229,0.0152870637391707
"Klebsiella quasipneumoniae",0.000695031266257637,0.825539156325796,0.747519772296264,0.762616612544652,0.00351035755090714,0.00210178384370827,0.137996376427398,0.396819548989234,0.115628491182454,0.754350328157676,0.0526805595058327,0.560064321769827,NA,0.936923142553368,0.127309929297932,0.0586832477256584,0.967757920388176,0.816721416603058,0.927462252128986,0.306849591607513,0.649678812969209,0.367426056708001,0.942737996691446
