"","ciprofloxacin","amoxicillin-clavulanate","metronidazole","ceftriaxone","vancomycin","cefepime","azithromycin","trimethoprim-sulfamethoxazole","penicillin","levofloxcacin","dapsone","amoxicillin","cefdinir","piperacillin-tazobactam","ceftazidime","cefuroxime","cephalexin","pentamidine","doxycycline","meropenem","daptomycin","cefazolin","aztreonam"
"tet(W)",0.0152347447107681,0.884380982491796,0.24066475980142,0.00539317954941146,0.741495305991824,0.781188046684256,NA,0.0817658528875089,0.561317629185386,0.954707654467095,0.247735737461265,NA,NA,0.325318662532995,0.374014087938823,0.117574929321485,0.967318021386884,NA,0.473675893603556,0.75368755958624,0.0478206200458705,NA,NA
"vanS-D",0.249261594833938,2.36154861529887e-19,0.501017857197731,0.281189104153672,0.0392693406782666,2.21591420297506e-05,NA,0.421829212932622,0.488079085494299,0.114768546768436,0.36015758242152,NA,NA,0.253929490456565,2.3615486152989e-19,0.293264352966409,0.759266386763965,NA,0.554032769226496,0.501017857197731,0.173773044513418,NA,NA
"vanR-D",0.331720549591274,5.68013325803033e-25,0.226860709344509,0.836395553553134,0.129777898326527,0.00787654226156416,NA,0.835012567217674,0.431124025906464,0.0839532221339791,0.355444254999536,NA,NA,0.0523337747192664,5.68013325803033e-25,0.257182072895206,0.0920394626606001,NA,0.51365826940981,0.226860709344509,0.0230267389917334,NA,NA
"sul2",0.327121405294967,0.648841671165626,3.5451330244815e-11,0.719676031623614,0.9243950201762,0.202067700649112,NA,0.00704199108323105,0.976845091727385,0.296661977479914,0.00170869198959696,NA,NA,0.599401820573765,0.67925287062983,0.190442894537568,3.62935840134031e-11,NA,0.310150413667121,3.5451330244815e-11,0.623648922870657,NA,NA
"tet(O)",0.0596872987438643,0.468975798429892,0.134426579879561,0.666733371628801,0.833371975632978,0.108967336990372,NA,0.663451496985194,0.740653009974714,0.258022398404129,0.0241647964616402,NA,NA,0.378258898824117,0.52300549842856,0.231837642740024,0.623966135028833,NA,0.193540915732601,0.823010659218525,0.169104138117932,NA,NA
"mef(A)",0.779012627830816,0.968602711482525,0.183132284856079,0.648020378647121,0.336495374294419,0.996518080352581,NA,0.491559733833259,0.65567437294762,0.94982101828146,0.335396835781565,NA,NA,0.221019936957337,2.62273223189278e-59,0.09957339732563,2.62336252385612e-59,NA,0.0834251102782175,0.488569056921262,0.670396977941452,NA,NA
"aadE",0.450139486252044,4.26928897231924e-50,0.563991019138348,0.0470624997517561,0.386133857872031,0.450243250873495,NA,0.246274464667342,0.153593637628608,0.921164212359045,0.37045947783524,NA,NA,0.0252645607025897,4.26928897231924e-50,0.0011293451522019,0.504324049756157,NA,0.357761922765615,0.427006989236301,0.644058361453062,NA,NA
"lnu(C)",0.0467221403971107,1.07907527058822e-27,0.197943389856917,0.00245732219604633,0.880641732290606,0.376452011501002,NA,0.386937098625791,0.353921764445981,0.301674536689911,0.344467847669123,NA,NA,0.83365216471115,1.07907527058822e-27,0.0794552558390232,1.19369398796413e-27,NA,0.464993853911347,0.197943389856917,0.718659742722552,NA,NA
"tet(40)",0.331080629919799,1.05535198057235e-41,0.121742534078423,0.0962949596057439,1.45553088165434e-06,0.00152711398089798,NA,0.434713636791809,0.948807840803605,0.485271073669505,0.333574098435007,NA,NA,0.0371592949060156,1.05535198057235e-41,0.44669502249088,0.419900126919869,NA,0.279593337652922,0.121742534078423,0.0527122967386703,NA,NA
"msr(D)",0.411052137347516,0.693097500802953,0.389185760361022,0.312798297595504,0.178007643198232,0.270729794322147,NA,0.368916054632965,0.694390954214029,0.937944715795312,0.519460370226524,NA,NA,0.964039541784115,1.06000075947709e-25,0.0570146533723341,7.37426230852948e-46,NA,0.0739188275681793,0.0518016207260718,0.277056287839942,NA,NA
"vanH-D",0.915833141236465,3.82269533636131e-15,0.904958933651136,0.847353313277792,0.0696885038175718,0.00274475021617657,NA,0.0849560561437294,0.350982325900424,0.282591064324814,0.0742868341355332,NA,NA,0.58223986388298,3.82269533636124e-15,0.698819884469125,0.648526284204311,NA,0.330196099213092,0.904958933651136,0.688635543022442,NA,NA
"vanZ-A",0.184616341825643,4.15750292584503e-15,0.581191134975811,0.409629881266608,0.00530550426591242,0.276596506442259,NA,0.152797859597588,4.15750292584503e-15,0.776185353113202,0.537718784411786,NA,NA,0.0950883874822964,2.76052884151852e-70,0.0579413290596209,0.242227343479248,NA,0.11768720464483,0.34477844182597,0.112982973995932,NA,NA
"dfrF",0.499033294418465,0.521482129325374,0.608581313733916,0.583948068948833,0.0642464443909865,0.4070299019212,NA,0.714876441613342,0.597539314139976,0.514601549590916,0.382966431401501,NA,NA,0.0027400093262883,4.44946611934811e-24,0.93594389005598,0.743926099422188,NA,0.366678743447816,0.636618522804295,0.629757782870092,NA,NA
"erm(B)",0.520081108576345,0.866413939449847,0.238433560480102,0.0950771044020569,0.206246336209849,0.704907477851047,NA,0.287817914061432,0.485614449372093,0.999286595445348,0.910691067440802,NA,NA,0.082801334378335,4.29629156645103e-20,0.000187150878751117,0.973697007958545,NA,0.179593046858838,0.0908084449995462,0.902724400859896,NA,NA
"vanX-D",0.574097610457044,4.34681532381276e-19,0.568554204957938,0.360462341889323,0.00752060625283081,7.24021070818998e-05,NA,0.0629589856453671,0.0412493253594784,0.239987316060506,0.794593631849047,NA,NA,0.120230398222418,4.34681532381276e-19,0.351882470459111,0.735971285056535,NA,0.696092011587969,0.990745376434567,0.58168648192875,NA,NA
