"","ciprofloxacin","amoxicillin-clavulanate","metronidazole","ceftriaxone","vancomycin","cefepime","azithromycin","trimethoprim-sulfamethoxazole","penicillin","levofloxcacin","dapsone","amoxicillin","cefdinir","piperacillin-tazobactam","ceftazidime","cefuroxime","cephalexin","doxycycline","meropenem","daptomycin","cefazolin","aztreonam"
"tetM",0.266881555841965,0.105178402994429,0.78906436285099,0.0793287609610179,0.596265562302055,0.648746968402338,1.69954854399079e-16,0.790812788469232,0.381074331412602,0.287180091362349,0.24827588172571,NA,NA,0.599417747124927,0.262024457863449,0.638389830198704,0.00562253822736063,0.0018603660193009,0.158141971830352,0.957910695286709,NA,NA
"mtrC",0.433399635679222,3.4567168572306e-10,0.561943505303637,9.13717345578234e-06,0.0784292681056631,0.811429543864014,3.48840174873792e-10,0.286662125265682,3.4567168572306e-10,0.0971316873649708,0.351280165460281,NA,NA,2.97538076767172e-10,0.195649188064463,0.994482021683936,0.486579528377296,0.437796680748998,0.993385081374305,0.108345746788977,NA,NA
"arnA",0.0579629312789054,0.82583749673981,1.27568728923868e-09,0.739271999033566,0.443869332860635,0.210545571301679,1.31730545449062e-09,0.955701230213595,0.699334627237276,0.626238441766811,0.386249290162744,NA,NA,0.0787554813463165,1.30694632467596e-09,0.446985588509395,0.696337933270752,0.723468029240371,0.447123607124641,0.65236387930882,NA,NA
"MexI",0.0785484552750995,4.00590137373909e-24,0.968779287789019,0.951543097477831,0.617527206869816,0.263722595309008,4.30211970340843e-24,0.975646634182539,0.628452047463101,0.261436232398759,0.61611261526567,NA,NA,0.500555512373118,0.0690322288899308,0.604408565833537,4.30211970340843e-24,0.484565517904172,0.955838893485951,0.0290602781397152,NA,NA
"Paer_emrE",0.158884417671796,0.919937985659402,0.891921856994802,0.125135137658691,0.95495281247338,0.788135644471015,0.402509023159254,0.076964028289637,0.669964500092693,0.0473900585767506,0.207244659057065,NA,NA,0.700770382323342,0.101313867032962,0.00647905572274386,0.854520290644465,0.416150301620071,0.104764362068495,0.065840620389235,NA,NA
"ParS",0.0350835483522891,0.780366213363638,0.967169068977255,0.326311217864545,0.70416767664423,0.369773732729089,3.93833459854694e-10,0.303325403618043,3.90301665116382e-10,0.361499998184622,0.617091370044882,NA,NA,0.275623725530792,0.140237948426295,0.795302394261104,3.93833459854694e-10,3.76108735261698e-10,0.774905783041944,0.944038426062882,NA,NA
"ArmR",0.107206545639824,0.648606881699064,0.753404777612421,0.0758818662424044,0.544519068660853,0.994100227766217,0.36569904197123,0.387193811167527,0.415961580667331,0.0289563212503965,0.755179081767839,NA,NA,0.614614456415863,0.00287461318538688,0.0391889156616588,0.742143199415192,0.261099322928783,0.259160666465412,0.176812024876872,NA,NA
"patB",0.0868787852473939,4.8506218957168e-28,0.515853176020593,0.393556203426533,0.141860585675646,0.0115542568282998,0.506534695111307,0.530431506312321,0.456823203547377,0.145008899613072,0.26344473478528,NA,NA,0.882328682449981,0.0143668219521473,0.0225033445753961,0.762071904003429,0.59090305192095,0.130665339127339,0.270769944291844,NA,NA
"vanV_in_vanB_cl",0.312521554390024,0.180338806953916,0.716325100379973,0.329519905665948,0.549266168850876,0.791499784789416,0.608727120859102,0.0132639987929059,0.371583865585943,0.0361038043506454,0.813275210143376,NA,NA,0.922909330704016,2.07750821197091e-10,0.150596187393104,0.753613670169147,0.0396344908535659,0.298923714155995,0.0147330442004433,NA,NA
"APH(6)-Id",0.143785102124252,0.458556117386649,0.0721406462245893,0.363633271636583,0.0435392205321882,0.202815614053983,0.994541885192874,0.0833347089140928,0.465476948484689,0.984690194800894,0.0112199153286315,NA,NA,0.84476105916928,0.796965380175863,3.5261726130869e-17,0.284181497954523,0.00160534265510417,0.1890104243153,0.461464050973411,NA,NA
"dfrF",0.795592225901175,0.147198092981421,0.851821537217628,0.535658305885133,0.272654614279731,0.0822929651867806,0.331723047090547,0.172153207111365,0.823385883651144,0.140508307990289,0.0319361857202941,NA,NA,0.8976269517763,0.428362328864604,0.392639298144415,0.797187747511869,0.161258849960882,0.584551436044509,0.642266486999252,NA,NA
"rsmA",0.391432172682002,0.423633854767849,0.927011761140075,0.0786585434085823,0.218942983367979,0.195674015441335,0.235289717623153,0.7130487499333,0.970007882483846,0.022084726292473,0.642988195065186,NA,NA,0.569637623414317,0.0773103341665416,0.117568520447507,0.037650031055745,0.0435956592823659,0.119588879826704,0.0891664744637305,NA,NA
"CfxA2",0.591679444226238,0.0340743958315559,0.272443186387161,0.463219236988751,0.848749811398884,0.879159914814379,0.0641216556778167,0.916418533112023,3.04500995244448e-22,0.319037633236542,0.53075712186272,NA,NA,0.0839571732023249,0.00435050854075599,0.00286172334984877,0.177482690146515,0.901742255565248,0.104461072654167,0.137317275183378,NA,NA
"aadA5",0.0102774903901335,0.535984004981718,0.308158046039764,0.861276421281066,0.644003062817803,0.854302087831784,1.5608752478436e-08,0.048401014097124,0.606582485330702,0.803970904066082,0.0370824197023705,NA,NA,0.731465792811959,0.785959930406267,1.53338457749214e-08,1.5608752478436e-08,0.120946017918622,0.00663960787861414,0.422911879553768,NA,NA
