"","ciprofloxacin","amoxicillin-clavulanate","metronidazole","ceftriaxone","vancomycin","cefepime","azithromycin","trimethoprim-sulfamethoxazole","penicillin","levofloxcacin","dapsone","amoxicillin","cefdinir","piperacillin-tazobactam","ceftazidime","cefuroxime","cephalexin","doxycycline","meropenem","daptomycin","cefazolin","aztreonam"
"tetM",0.0735099147046982,0.153372575109141,0.0688187525757065,0.839568954786958,0.0222250672815786,0.354284672891742,0.0242839424002084,0.0454027317225568,0.710700072111611,0.749031745130501,0.592702162323651,0.785799650364633,NA,0.364369642822849,0.966811181969669,0.978775050031059,0.873359616303563,0.000158284662420341,0.426012205179593,0.779449380960782,6.48377896835628e-05,0.259229841871888
"mtrC",0.438126846366903,0.050771167835965,0.775118269186132,0.657257797876246,0.554447571693342,0.765350667656044,1.19648638348508e-08,0.739027404716582,3.44519446770649e-09,0.455291428717114,0.967496950434576,1.3037901535908e-09,NA,0.0690646848034499,0.0473387937210258,0.901050302516447,0.891545399831135,0.511272195864866,0.95639405561154,0.98146165542932,4.09627040905452e-09,1.54262438852529e-09
"arnA",0.361125244956546,0.712827672052584,0.119199807772686,0.956794163795088,0.954849081851155,0.912882651634075,0.986371519395926,0.786959400373242,0.874745093512341,0.467912367102547,0.701185835408414,0.899009134351252,NA,0.86621674274076,1.03933777136721e-08,0.816559723331623,0.865220266335489,0.839404286920439,0.961297234530161,0.810339462623419,1.38453742777166e-08,0.576982422910113
"MexI",0.690257633676068,0.656341275205178,0.0761310353734046,0.628341017311313,0.860949914413439,0.679450979859648,0.621483804087221,0.889370451430796,0.846428658520122,0.961647784873451,0.73846065094093,1.42925976813236e-22,NA,0.383146215700946,0.924665130873087,0.901050302516447,0.873359616303563,0.152074882526066,0.966378237883796,0.0117847771519337,0.901671176855005,1.49720563843498e-22
"Paer_emrE",0.0593647728470186,0.0960002469480085,0.958310556902458,0.628341017311313,0.748750024397411,0.728315860004686,0.960558889448699,0.645283592871393,0.863445627274634,0.570585707801028,0.691173799482367,0.959781222998788,NA,0.594257414972236,0.477887692422225,0.647706980378598,0.938522187086446,0.416277856062306,0.304955998656301,0.0869837741205455,0.901671176855005,0.279745800249071
"ParS",0.338418952611362,0.236530648370353,0.921829152901281,0.839568954786958,0.860949914413439,0.541165572194028,0.393322601044848,0.688103709709598,3.76452251192898e-09,0.812464019644392,0.671496410757099,1.45378030242659e-09,NA,0.86621674274076,0.0246618269394894,0.991534983844004,0.879999427329213,1.78517939749548e-08,0.863134738482737,0.59848785728689,0.65714873353374,0.816198948333911
"ArmR",0.0212747867059451,0.218352789975843,0.964644126161155,0.567687562505102,0.860949914413439,0.948085980200333,0.997357839354392,0.322588720722306,0.710700072111611,0.528704250524867,0.982508163939908,0.983531987083437,NA,0.563407893982353,0.59557774323286,0.795770767796165,0.873359616303563,0.236341926877134,0.51986166245883,0.193388880165232,0.91282063167343,0.256254916760416
"patB",0.0486399792706103,0.0624816118398367,0.969701514471401,0.959510161064134,0.513419203664138,0.752658605299888,0.997357839354392,0.338573431145459,0.730428544709442,0.789365709174486,0.484424867126084,0.918636019716809,NA,0.676173033114722,0.902804810849381,0.401201723749755,0.592894188018425,0.739811516801203,0.95639405561154,0.814763721004904,0.533589317635859,0.903182369382691
"vanV_in_vanB_cl",0.0581491772408052,0.0154412012970404,0.964644126161155,0.803541093382389,0.791939179960476,0.948085980200333,0.928968647182011,0.863285856354908,0.710700072111611,0.202753295550771,0.952442145685861,0.252848968246897,NA,0.109476514523449,0.608964257641879,0.965479802826689,0.873359616303563,0.118061729849567,0.429048265297946,0.0427901146965013,0.838466684719327,0.299533154213687
"APH(6)-Id",0.023985396386665,0.110470527066674,0.958310556902458,0.567687562505102,0.720356100273896,0.458355035063953,0.587407407516861,0.463843476215036,0.7326084335721,0.525845394176238,0.484424867126084,4.1490009073799e-16,NA,0.254521542072781,0.917744508441377,0.91650365208215,0.721895012972443,5.24822170222685e-05,0.759044222705972,0.489596843285867,0.186002017044366,6.50385315668609e-16
